"lugar";"nombre";"rio";"año";"caudal_medio_anual";"codigo_de_estacion";"sistema";"cuenca"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1970";"4.88";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1971";"8.25";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1972";"4.57";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1973";"7.33";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1974";"9.00";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1975";"6.18";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1976";"9.55";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1977";"8.14";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1978";"7.74";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1979";"11.16";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1980";"8.35";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1981";"13.73";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1982";"14.73";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1983";"7.00";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1984";"14.21";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1985";"12.45";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1986";"7.73";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1987";"8.2";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1988";"6.97";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1989";"5.62";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1990";"7.15";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"ARRAYANAL";"ARRAYANAL";"CANDELARIA";"1991";"15.04";"4";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1970";"11.44";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1971";"9.43";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1972";"7.5";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1973";"18.15";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1974";"25.75";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1975";"13.22";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1976";"22.16";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1977";"20.74";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1978";"23.68";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1979";"25.67";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"BAJADA DEL PINTO";"BAJADA DEL PINTO";"LAVAYEN";"1980";"31.05";"9";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"EL TIPAL";"EL TIPAL";"PERICO";"1970";"9.71";"13";"Sistema Río Paraguay";"Cuencadel Río Bermejo Medio e Inferior"
"EL TIPAL";"EL TIPAL";"PERICO";"1971";"18.45";"13";"Sistema Río Paraguay";"Cuencadel Río Bermejo Medio e Inferior"
"EL TIPAL";"EL TIPAL";"PERICO";"1972";"2.5";"13";"Sistema Río Paraguay";"Cuencadel Río Bermejo Medio e Inferior"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1970";"54.00";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1971";"75.51";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1972";"45.07";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1973";"98.68";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1974";"139.08";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1975";"176.27";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1976";"30.43";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1977";"159.8";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1978";"90.12";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1979";"174.11";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1980";"270.2";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1982";"62.43";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1983";"73.72";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1984";"256.3";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1985";"179.58";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1986";"104.11";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1987";"122.05";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1988";"140.14";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1989";"60.44";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1990";"114.58";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1992";"72.61";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1993";"94.98";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1994";"79.29";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1995";"90.56";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1996";"79.37";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1997";"136.59";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1998";"69.12";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"1999";"137.8";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2000";"124.53";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2001";"118.33";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2002";"96.11";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2003";"87.21";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2004";"82.39";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2005";"68.54";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2006";"147.05";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2007";"122.96";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2008";"164.29";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2009";"111.55";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2010";"102.4";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2011";"149.18";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2012";"119.00";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2013";"59.43";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2014";"79.86";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2015";"151.45";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2016";"144.66";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2017";"103.73";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2018";"153.91";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2019";"141.37";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"CAIMANCITO";"CAIMANCITO";"SAN FRANCISCO";"2020";"105.11";"16";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1970";"9.74";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1971";"13.88";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1972";"10.58";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1973";"12.88";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1974";"20.45";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1975";"12.59";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1976";"18.99";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1977";"19.98";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1978";"17.2";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1979";"21.02";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1980";"15.91";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1981";"23.02";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1982";"21.43";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1983";"9.74";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1984";"33.43";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1985";"22.06";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1986";"15.77";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1987";"16.12";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1988";"15.33";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1989";"15.76";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1990";"14.05";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"PEÑA ALTA";"PEÑA ALTA";"VALLE GRANDE";"1991";"36.81";"17";"Sistema Río Paraguay";"Cuencadel Río San Francisco"
"TINOGASTA";"TINOGASTA";"TINOGASTA";"2016";"0.61";"201";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"TINOGASTA";"TINOGASTA";"TINOGASTA";"2017";"0.53";"201";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"TINOGASTA";"TINOGASTA";"TINOGASTA";"2018";"1.32";"201";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"TINOGASTA";"TINOGASTA";"TINOGASTA";"2019";"1.61";"201";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"TINOGASTA";"TINOGASTA";"TINOGASTA";"2020";"1.71";"201";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1970";"1.45";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1971";"1.17";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1972";"1.2";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1973";"1.89";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1974";"1.94";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1975";"4.85";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1976";"5.14";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1977";"3.56";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1978";"3.08";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1979";"5.66";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1980";"2.9";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1981";"4.89";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1982";"2.1";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1983";"1.21";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PLAYA LARGA";"PLAYA LARGA";"BELEN";"1984";"13.18";"205";"Sistema Var ias Cerradas";"Cuencadel Salar de Pipanaco"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1970";"0.28";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1971";"2.65";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1972";"3.63";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1973";"1.66";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1974";"1.78";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1975";"2.27";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1976";"3.79";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1977";"2.19";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1978";"2.19";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1979";"4.97";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1980";"3.16";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1981";"1.86";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1982";"1.65";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1983";"0.76";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1984";"0.69";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"1985";"3.44";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"2016";"0.32";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"2017";"0.71";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"2018";"1.66";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"2019";"0.78";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"PIE DE MEDANO";"PIE DE MEDANO";"SANTA MARIA";"2020";"1.11";"210";"Sistema Río Salado";"Alta Cuenca del Río Juramento"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1970";"3.33";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1971";"3.85";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1972";"2.82";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1973";"3.51";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1974";"4.84";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1975";"4.02";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1976";"4.82";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1977";"5.29";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1978";"5.44";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1979";"6.65";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1980";"4.77";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1981";"6.89";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1982";"4.62";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1983";"5.39";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1984";"3.97";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"LOS HORNITOS";"LOS HORNITOS";"COCHUNA";"1985";"7.08";"404";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1970";"4.08";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1971";"2.25";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1972";"1.85";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1973";"3.54";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1974";"3.66";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1975";"4.69";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1976";"4.01";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1977";"4.46";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1978";"4.98";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1979";"6.26";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1980";"3.84";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1981";"5.2";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1982";"3.5";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1983";"2.97";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1984";"6.06";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1985";"6.45";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1986";"5.04";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1987";"3.98";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
"POTRERO DEL CLAVILLO";"POTRERO DEL CLAVILLO";"LAS CAÑAS";"1988";"3.41";"409";"Sistema Lag una Mar Chiquita";"Cuencadel Río Salí-Dulce"
